index,rtt_ns,server_latency_ns,addr
829,36758,8,0x2ba05c80
830,36581,8,0x2baa19c0
831,36241,8,0x2bb3d700
832,35223,8,0x2bbd9440
833,37395,8,0x2bc75180
834,35807,8,0x2bd10ec0
835,39558,8,0x2bdacc00
836,35376,8,0x2be48940
837,36126,8,0x2bee4680
838,36254,8,0x2bf803c0
839,36165,8,0x2c01c100
840,35620,8,0x2c0b7e40
841,36902,8,0x2c153b80
842,36750,8,0x2c1ef8c0
843,34641,8,0x2c28b600
844,35579,8,0x2c327340
845,37598,8,0x2c3c3080
846,36205,8,0x2c45edc0
847,36807,8,0x2c4fab00
848,35990,8,0x2c596840
849,36131,8,0x2c632580
850,36397,8,0x2c6ce2c0
851,39511,8,0x2c76a000
852,34378,8,0x2c805d40
853,37665,8,0x2c8a1a80
854,36563,8,0x2c93d7c0
855,36342,8,0x2c9d9500
856,36066,8,0x2ca75240
857,37217,8,0x2cb10f80
858,35835,8,0x2cbaccc0
859,35473,8,0x2cc48a00
860,35422,8,0x2cce4740
861,37009,8,0x2cd80480
862,36477,8,0x2ce1c1c0
863,36544,8,0x2ceb7f00
864,36152,8,0x2cf53c40
865,37610,8,0x2cfef980
866,36171,8,0x2d08b6c0
867,38918,8,0x2d127400
868,35973,8,0x2d1c3140
869,35959,8,0x2d25ee80
870,36325,8,0x2d2fabc0
871,35737,8,0x2d396900
872,36201,8,0x2d432640
873,36978,8,0x2d4ce380
874,36340,8,0x2d56a0c0
875,35135,8,0x2d605e00
876,103283,8,0x2d6a1b40
877,73030,8,0x2d73d880
878,41744,8,0x2d7d95c0
879,37986,8,0x2d875300
880,38260,8,0x2d911040
881,38055,8,0x2d9acd80
882,36308,8,0x2da48ac0
883,40330,8,0x2dae4800
884,36824,8,0x2db80540
885,36080,8,0x2dc1c280
886,36757,8,0x2dcb7fc0
887,35806,8,0x2dd53d00
888,37708,8,0x2ddefa40
889,35801,8,0x2de8b780
890,35147,8,0x2df274c0
891,36571,8,0x2dfc3200
892,36751,8,0x2e05ef40
893,35533,8,0x2e0fac80
894,36183,8,0x2e1969c0
895,35949,8,0x2e232700
896,36501,8,0x2e2ce440
897,35590,8,0x2e36a180
898,35101,8,0x2e405ec0
899,44813,8,0x2e4a1c00
900,36348,8,0x2e53d940
901,36261,8,0x2e5d9680
902,34684,8,0x2e6753c0
903,36468,8,0x2e711100
904,36669,8,0x2e7ace40
905,35708,8,0x2e848b80
906,35393,8,0x2e8e48c0
907,36563,8,0x2e980600
908,34946,8,0x2ea1c340
909,35689,8,0x2eab8080
910,35854,8,0x2eb53dc0
911,36754,8,0x2ebefb00
912,36043,8,0x2ec8b840
913,35312,8,0x2ed27580
914,36268,8,0x2edc32c0
915,41758,8,0x2ee5f000
916,36299,8,0x2eefad40
917,46291,8,0x2ef96a80
918,40888,8,0x2f0327c0
919,36446,8,0x2f0ce500
920,35477,8,0x2f16a240
921,36024,8,0x2f205f80
922,35563,8,0x2f2a1cc0
923,36896,8,0x2f33da00
924,36752,8,0x2f3d9740
925,36711,8,0x2f475480
926,35994,8,0x2f5111c0
927,36030,8,0x2f5acf00
928,35910,8,0x2f648c40
929,37468,8,0x2f6e4980
